drink_name,recipe,recipe_url,url_of_image
"Smoked Salmon, Cream Cheese, and Capers Bagel","3 medium bagels, 6 ounces  cream cheese, 3 tablespoons capers, 6 ounces smoked salmon, 1/3 cup red onion, freshly ground black pepper,  to taste, lemon  wedges, garnish",https://www.thespruceeats.com/open-face-smoked-salmon-bagel-101094,https://www.thespruceeats.com/thmb/N93I_6HRRs3GDLKictXwCVw13iA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/open-face-smoked-salmon-bagel-101094-hero-01-ea26c2ca36af4577b1d40e0af807754b.jpg
Veggie Cream Cheese Finger Sandwiches,"1 1/2 cups assorted vegetables, chopped (such as english cucumber, peeled carrot, bell pepper, watercress, baby spinach, and red onion), up to 1 teaspoon dried parsley, chopped fresh chives, chopped parsley, finely chopped garlic, or finely chopped horseradish, 1 8-ounce container cream cheese (softened), dash salt (to taste), dash pepper (to taste), 2 loaves white bread (such as buttermilk bread",https://www.thespruceeats.com/veggie-cream-cheese-finger-sandwiches-recipe-765631,https://www.thespruceeats.com/thmb/mUpoz_MXTJrFjOd3lW5tGQmddnk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/tree-tea-cups--tea-pot-and-basket-of-sandwiches--golden-gate-park-975822680-623020db418e43348ee61f10b241ab20.jpg
Green Tea Nokcha Cake,"3 eggs, 1/2 cup superfine sugar* (you can use less if you prefer for your cake not to be sweet.), 1/2 cup vegetable oil, 3/4 cup greek-style yogurt (plain), 1 teaspoon vanilla extract, 1 1/2 cups cake flour, 1 teaspoon baking powder, 6 teaspoons green tea powder (nok-cha karu, matcha), optional: cream cheese frosting (consider the frosting if you plan to use little to no sugar",https://www.thespruceeats.com/green-tea-nokcha-cake-recipe-2118896,https://www.thespruceeats.com/thmb/wpKq_wI0fa36mfqExhuyRLOMggc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/green-tea-nokcha-cake-recipe-2118896-hero-04-b62adaa1e981492f911f9842768ede38.jpg
Moroccan Almond Snake Pastry Recipe - M'hancha,"500 grams almonds, vegetable oil,, 225 grams granulated sugar, 1/4 teaspoon ground cinnamon,, pinch mastic, , 60 grams unsalted butter,, 2 to 3  tablespoons  orange flower water, 10 warqa leaves, 1 large egg yolk,, 100 grams unsalted butter,, 1  large  egg , 1  cup   honey, coarsely ground or sliced almonds",https://www.thespruceeats.com/moroccan-almond-snake-pastry-recipe-mhancha-2394445,https://www.thespruceeats.com/thmb/3fVN52BMK1PBvH-n_d6KEZ1fdy4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/mhencha-sweet-flickr-She-Paused-4-Thought-CC-BY-NC-ND-2.0-57c502755f9b5855e53b1427.jpg
Msemen Dough for Square-Shaped Moroccan Pancakes,"440 grams all-purpose flour,, 90 grams fine semolina, 2 teaspoons  granulated sugar, 2 teaspoons kosher salt, 1/4 teaspoon yeast, 1 1/2 cups water,, 1 1/2 cups vegetable oil, 1/2 cup fine semolina, 1/4 cup unsalted butter, , salted butter, honey, or jam",https://www.thespruceeats.com/msemen-moroccan-pancakes-rghaif-2394812,https://www.thespruceeats.com/thmb/lh0ae_9GVQWeHBDdMWnpuvNEIaw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-PicturePartners_173362013-f93ef702468e49d0b54e2afe6e5c6282.jpg
Moroccan Stuffed Dates With Almond Paste Filling,"150 grams almonds, 60 grams sugar, 1/4 teaspoon cinnamon, 1 1/2  tablespoons  orange flower water, 1 tablespoon butter,, 500 grams   dates, 2  drops food color, 1/4 cup  walnut pieces, 1/4 cup shredded coconut, 1 teaspoon ground cinnamon,, granulated sugar",https://www.thespruceeats.com/moroccan-stuffed-dates-with-almond-paste-2394459,https://www.thespruceeats.com/thmb/c6gaRU5iP2l9GGtD_q_yskUcHy4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Stuffed-Dates-4000-x-3000-56a644e53df78cf7728c2f45.jpg
Moroccan Chicken Bastilla,"1  (5-pound)  chicken, 1/4 cup olive oil, 1/4 cup unsalted butter, 2 large sweet onions, , 1 tablespoon ground ginger, 2 teaspoons salt, 1 1/2 teaspoons  freshly ground  white pepper, 1 teaspoon black pepper, 1 teaspoon turmeric, 1 teaspoon saffron threads, 2 to 3 sticks  cinnamon, 1/4 cup cilantro, 8 large eggs,, 1/4 cup vegetable oil, 2 cups almonds, 1/2 cup confectioners sugar, 2 tablespoons orange flower water, 1 tablespoon unsalted butter,, vegetable oil,  as needed, 1/2 cup unsalted butter,, 1 pound phyllo dough, 1 large egg yolk,, 1/2 cup confectioners sugar, 2 to 3 tablespoons ground cinnamon",https://www.thespruceeats.com/chicken-bastilla-recipe-2394641,https://www.thespruceeats.com/thmb/2x7gbb1rW6feHAS9AeUGrgweI84=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/bastilla-chicken-1500-x-1000-56a6446e3df78cf7728c2e32.jpg
Creamy Strawberry Smoothie With Condensed Milk,"700 grams fresh strawberries, 397 grams sweetened condensed milk, 236 to 475 milliliters water, 2 tablespoons freshly squeezed  lemon juice ,, ice cubes, ",https://www.thespruceeats.com/creamy-strawberry-smoothie-2394307,https://www.thespruceeats.com/thmb/2d_RMb_fy4LaJB1qppsR8zg0U14=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/strawberry-creamy-smoothie-getty-2786-x-3577-56a6460d5f9b58b7d0e0c44a.jpg
"Chamomile ""Herbal Tea""-Infused Vodka","750 ml vodka, 6 tablespoons chamomile blossoms, 1 cup simple syrup",https://www.thespruceeats.com/chamomile-herbal-tea-infused-vodka-recipe-766119,https://www.thespruceeats.com/thmb/kfxRWl0fopPfoWls6_-FOvGSR_4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/chamomile-vodka-5a2deb8a494ec90036bf7d90.jpg
Vegan Eggnog,"24 ounces silken tofu, 2 cups soy milk, 2/3 cup turbinado sugar, 1/4 teaspoon salt, 1 cup water, 1 cup rum, 4 1/2 teaspoons pure vanilla extract, 20 ice cubes, grated nutmeg",https://www.thespruceeats.com/vegan-eggnog-recipe-759844,https://www.thespruceeats.com/thmb/Tb-ivKmYXY3_I8QOmptcFG-2vZA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/vegan-eggnog-recipe-759844-hero-01-f6e1b18349be4f29baef598e2c33d44b.jpg
"Make a Simple Syrup for Cocktails, Coffee, and Other Drinks","1 cup water, 1 to 2 cups sugar",https://www.thespruceeats.com/how-to-make-simple-syrup-760330,https://www.thespruceeats.com/thmb/YN83swwSYVweT1ABzAS5tZvHs8c=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/how-to-make-simple-syrup-760330-4_preview-5b0edbc8303713003737ff09.jpeg
Homemade Agave Lemonade,"1 1/2 cups freshly squeezed lemon juice, 6 cups water, 3/4 cup agave nectar, 1 tablespoon ginger, 6  large  fresh  mint leaves, 1 medium lemon",https://www.thespruceeats.com/agave-lemonade-recipes-and-variations-2254273,https://www.thespruceeats.com/thmb/_kagjwUUZacTbwWtE4Ti4Htx3Ks=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/agave-lemonade-recipes-and-variations-2254273-hero-01-ebf8bab12a04498a989a112f61c89edf.jpg
Black Tea Hot Toddy,"1 cup water, 5 cloves, 1  stick cinnamon, 1 pod star anise,, 1 tablespoon black tea, 1 tablespoon honey, 2 ounces   brandy, 1  lemon  wedge",https://www.thespruceeats.com/black-tea-hot-toddy-recipe-with-rum-764976,https://www.thespruceeats.com/thmb/TMnBp9y7Yk3gfTnJYLKcfwJl_qk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/black-tea-hot-toddy-recipe-with-rum-764976-hero-02-5c27faed46e0fb0001f9d583.jpg
The Hot Toddy,"1 cup water, 1 black or green tea, 1 tablespoon honey, 1 1/2 ounces brandy, 1 tablespoon lemon juice, lemon wedge, cinnamon stick",https://www.thespruceeats.com/hot-toddy-759692,https://www.thespruceeats.com/thmb/hAmx3NX3YiXJmT0tq3ZM_q9R4TA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/hot-toddy-759692-Hero1-5b7ada5b46e0fb00504d12fc.jpg
Banana Vanilla Smoothie,"1/4 cup honey, 3/4 teaspoon pure vanilla extract, 2 medium bananas, 1 1/2 cups vanilla  yogurt, 1/2 cup ice",https://www.thespruceeats.com/banana-smoothie-recipes-759606,https://www.thespruceeats.com/thmb/G7-OVZly6t7oKYPwRLRBnOoxw-I=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/banana-smoothie-recipes-759606-hero-01-d2abaa79f3204030a0ec0a8940456acc.jpg
Rose Simple Syrup,"1/2 cup water, 2 cups demerara sugar, 1/2 cup rose water",https://www.thespruceeats.com/rose-infused-simple-syrup-760216,https://www.thespruceeats.com/thmb/Bt22cC3YaFIXyCiv0BvXJOml7FY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RoseSyrup-112708826-56a172435f9b58b7d0bf5bf6.jpg
Autumn Chai Swizzle,"2 ounces irish cream liqueur, 3 ounces masala chai tea, 2 teaspoons raw sugar, cinnamon stick",https://www.thespruceeats.com/autumn-chai-swizzle-759551,https://www.thespruceeats.com/thmb/tFcrctFj4hOLlU-twKXhEm9dFcY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-santhosh_varghese-1138821728-c24014cea49d4c8db20efe40ddb17733.jpg
Mudslide Cocktail,"1 to 1 1/2 ounces vodka, 1 ounce coffee liqueur, 1 ounce irish cream liqueur",https://www.thespruceeats.com/mudslide-cocktail-recipe-761120,https://www.thespruceeats.com/thmb/xVu_yRhP3V9IGqzB-FwYs7P4hqw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/mudslide-cocktail-recipe-761120-hero-01-a07102b5499343849c207db1f02152eb.jpg
Quick and Easy Iced Chai Latte,"1 1/2 cups ice (roughly 12 to 15 ice cubes), 1 cup masala chai concentrate, 1/2 cup whole milk, 1-2 teaspoons good quality chocolate or white chocolate syrup (optional",https://www.thespruceeats.com/iced-chai-latte-recipe-765441,https://www.thespruceeats.com/thmb/KLNDd2a0pMLf-DML-GYlIAJ_luM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-171146485-58b268383df78cdcd8e1210a.jpg
Cucumber Mint Green Tea,"8 cups green tea, 1/2 cup cucumber, 1/4 cup mint leaves, 1/4 cup lime juice, simple syrup, cucumber slices",https://www.thespruceeats.com/cucumber-mint-green-tea-recipe-765431,https://www.thespruceeats.com/thmb/QnXsd2aSgo9jtl0jBVjAqmtqJtw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/close-up-of-drink-with-mint-and-cucumber-674254347-582d04f05f9b58d5b15f8457.jpg
How to Make Quick and Easy Cinnamon Sugar,"1/2 cup granulated sugar, 1 tablespoon ground cinnamon",https://www.thespruceeats.com/how-to-make-cinnamon-sugar-3060767,https://www.thespruceeats.com/thmb/Z03Ao1u4cUWOC9VbO68wBe3bxp8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/how-to-make-cinnamon-sugar-3060767-Final-5bafee6cc9e77c002603cf9e.jpg
Easy 6-Ingredient Cinnamon Roll,"butter, 1 (8-ounce) tube crescent rolls, 1/4 cup butter, 1/4 cup brown sugar, 2 tablespoons ground  cinnamon, 1 cup confectioners sugar, 2 tablespoons milk",https://www.thespruceeats.com/easy-cinnamon-roll-recipe-305745,https://www.thespruceeats.com/thmb/-tbnjraU9FVX7WiztUjiCubwVTw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/90335704-589da3ed3df78c475844af52.jpg
Easy Cinnamon Simple Syrup,"1 cup water, 1 cup granulated sugar, 4 cinnamon  sticks, 1/2 teaspoon pure vanilla extract",https://www.thespruceeats.com/cinnamon-simple-syrup-recipe-760214,https://www.thespruceeats.com/thmb/Ju2pl15oq7tJfU8Dew1TR2k2XXY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cinnamon-simple-syrup-recipe-760214-094-623098e179534999b8c9226759066a21.jpg
How to Make Five-Spice Powder,"2 teaspoons sichuan peppercorns, 5 to 6 star anise, 1/2 teaspoon ground  cloves, 1 tablespoon ground chinese cinnamon, 1 tablespoon fennel",https://www.thespruceeats.com/how-to-make-five-spice-powder-4065302,https://www.thespruceeats.com/thmb/1TCG-U4in0u1SjRe29t0fZ2bTSM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/how-to-make-five-spice-powder-4065302-hero-01-6c5a0f9612b5433791855f449ad84bdf.jpg
Quick and Easy Hot Milk with Cinnamon,"1 cup milk, 2 small pieces cinnamon bark, granulated sugar,, ground cinnamon",https://www.thespruceeats.com/quick-easy-hot-milk-with-cinnamon-2394233,https://www.thespruceeats.com/thmb/8Y5kWlhL9Fm27p_PV-DuoqfoC-U=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Milk-with-Cinnamon-4000-x-3000-57c500ea3df78cc16e1afde0.jpg
Blueberry Tea,"3/4 ounce brandy-based orange liqueur, 3/4 ounce amaretto liqueur, 3/4 cup orange pekoe tea, orange wheel",https://www.thespruceeats.com/blueberry-tea-cocktail-759601,https://www.thespruceeats.com/thmb/4F13Qty6dJKDnzQx4NE5M8tumY8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/blueberry-tea-cocktail-759601-hero-01-5be1f333c9e77c00511f1383.jpg
Fresh Watermelon Lemonade,"8 cups watermelon, 1 to 1 1/2 cups lemon juice, 1 to 1 1/2 cups sugar, 4 to 5 cups water, watermelon, lemon slices, fresh mint sprigs",https://www.thespruceeats.com/fresh-watermelon-lemonade-5071240,https://www.thespruceeats.com/thmb/9knHrOHwHN7j12-vPSMUFKbn-P0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/fresh-watermelon-lemonade-recipe-5071240-077-375f7a7e02524c86af1ee92c1fbb3247.jpg
Basic Fruit Sorbets Recipe,"3 cups water, 1 cup sugar, 4 cups cantaloupe",https://www.thespruceeats.com/basic-fruit-sorbets-recipe-4108541,https://www.thespruceeats.com/thmb/0DT_8GCA7SLcEOJ-jn4uAuLb6g4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/basic-fruit-sorbets-recipe-4108541-hero-01-4a3ade7f2a88477d90fbfd6cd7b5dcc6.jpg
Mint Citrus Syrup,"1 cup water, 2 cups granulated sugar, 3 ounces mint, 2 tablespoons lemon juice, 2 tablespoons orange juice, 2 tablespoons lime juice",https://www.thespruceeats.com/mint-citrus-syrup-4175565,https://www.thespruceeats.com/thmb/OxLtruS_OhoJU90oGRV1fP_X_NI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/classic-gin-gin-mule-cocktail-recipe-4137218-4-5bd7153cc9e77c005159df70.jpg
Korean Ginseng Tea (Insam Cha),"10 slices dried ginseng root, peeled, honey, to taste, 5 cups water",https://www.thespruceeats.com/homemade-korean-ginseng-tea-insam-cha-recipe-2118533,https://www.thespruceeats.com/thmb/HO_GslMAMeJ8qMlPqaY8HsCjunE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/korean-ginseng-tea-insam-cha-recipe-2118533-hero-01-e91fdd3529ae42c28514a1cbebebfee1.jpg
Korean Stuffed Chicken Soup with Ginseng (Sam Gae Tang) Recipe,"2 small whole chickens or cornish hens, 2 roots of dried ginseng, washed, 7-8 chestnuts, peeled, 9-10 red dried dates, rinsed, 1/2 cup korean sticky rice (chapsal), washed and drained, 8 cloves garlic, peeled, 1/4 inch piece ginger, peeled and cut in half, 9 cups water, 2 chopped scallions for garnish, salt (to taste), pepper (to taste",https://www.thespruceeats.com/korean-ginseng-stuffed-chicken-soup-recipe-2118944,https://www.thespruceeats.com/thmb/jNXg6ckwJvBuByXTzbWe1KJXgVI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-594129204-5836825d3df78c6f6a895e1e.jpg
Anytime Noodles With Stir-Fried Vegetables,"1 pound of rice noodles, cooked according to package directions, 3 teaspoon sesame oil, 2 tablespoon extra-virgin olive oil, 1/2 onion (sweet, thinly sliced), 5 scallions (sliced into 1-inch pieces), 2 carrots (peeled and sliced into matchsticks), 2 cups napa cabbage (thinly sliced), 1 cup spinach, 1 tablespoon minced ginger, 1 tablespoon minced garlic, 1/4 cup chicken broth, 2 tablespoons soy sauce (plus more as needed",https://www.thespruceeats.com/anytime-noodles-with-stir-fried-vegetables-recipe-2118763,https://www.thespruceeats.com/thmb/ZPkXYkJ17XkHKQ3hCoDtxw4GZ0c=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/anytime-noodles-with-stir-fried-vegetables-recipe-2118763-hero-01-c5b38c6ba4644d239e714b4eb242738d.jpg
Korean Vegetable Porridge (Yachae Jook),"1 cup rice, 1 tablespoon sesame oil, 1/2 cup chopped onion, 1/2 cup chopped carrot, 1/2 cup chopped radish, 2 to 3 cups vegetablesoup stock0b, salt, to taste, black pepper, to taste",https://www.thespruceeats.com/korean-vegetable-porridge-2118793,https://www.thespruceeats.com/thmb/9O4xviNQadL9NfJPr6lxSxa_OVA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/korean-vegetable-porridge-2118793-hero-01-ed9df9337cd1472eb8eb7cd061cc0c73.jpg
Turmeric Tea,"2 cups water, 2 teaspoons ground turmeric, 1 tablespoon fresh ginger, 1 cinnamon stick, 1/2 teaspoon lemon zest, 4 teaspoons honey , to taste; divided, lemon wedges",https://www.thespruceeats.com/healthy-turmeric-tea-recipe-3376435,https://www.thespruceeats.com/thmb/uh9E-W1kTVvhpypUUJmnDYiwwCY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/turmeric-tea-recipe-3376435-080-cd2d010456ad4c71bcaa00d032a48f8a.jpg
Hot Gin Toddy,"1 1/2 ounces gin, 3/4 ounce lemon juice, 1 teaspoon sugar, 2 ounces hot water, cinnamon stick",https://www.thespruceeats.com/hot-gin-toddy-recipe-760085,https://www.thespruceeats.com/thmb/IrCK717NMy74g8TKrPJFLqV4Bso=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/hot-gin-toddy-recipe-760085-045-29e1a135db9d4703961dcec32dfd7e37.jpg
Long Island Iced Tea and Its Many Variations,"1/2 ounce gin, 1/2 ounce light rum, 1/2 ounce vodka, 1/2 ounce blanco tequila, 1/2 ounce triple sec, 1 ounce sour mix, 1 to 2 ounces cola, lemon wedge",https://www.thespruceeats.com/long-island-iced-tea-and-variations-759315,https://www.thespruceeats.com/thmb/_uER8z9xEwAHOva0zXGQhSJzZ68=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/LIT-5a8f365efa6bcc00372a7634.jpg
Bourbon and Blood Cocktail,"1 ounce bourbon whiskey, 1 ounce blood orange liqueur, 1 ounce sweet vermouth, 1 to 2 dashes orange bitters, 6 small leaves tarragon, orange peel",https://www.thespruceeats.com/bourbon-and-blood-cocktail-recipe-759029,https://www.thespruceeats.com/thmb/U17JxC6n7XPz-TRmQ8Unjbv4U8g=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BourbonandBlood-Saetti-Cocktail-56a1754e3df78cf7726ad212.jpg
Melon Splash Cocktail,"1 1/2 ounces bourbon whiskey, 1 ounce melon liqueur, 2 to 3 ounces lemon-lime soda, lime wheel",https://www.thespruceeats.com/melon-splash-cocktail-recipe-761468,https://www.thespruceeats.com/thmb/l-dnnLHUao92hzgovzEfGMof3ws=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/melon-splash-cocktail-recipe-761468-030-d1449fa588f04d32becffdbbdd20459f.jpg
Texas Tea Cocktail,"1/2 ounce blanco tequila, 1/2 ounce bourbon whiskey, 1/2 ounce gin, 1/2 ounce light rum, 1/2 ounce vodka, 1/2 ounce triple sec, 1 ounce sour mix, 2 ounces cola, lemon wedge",https://www.thespruceeats.com/texas-tea-cocktail-recipe-759831,https://www.thespruceeats.com/thmb/F2QkQ5viNaqU2UiEwfv4-eWZzkw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/texas-tea-cocktail-recipe-759831-hero-03-ebd35040cb13477a983cdb1df4238fc2.jpg
Gold Rush Cocktail,"1 ounce bourbon whiskey, 1 1/2 ounces ginger liqueur, 1/2 ounce lemon juice",https://www.thespruceeats.com/gold-rush-cocktail-recipe-761356,https://www.thespruceeats.com/thmb/zOKKcgwZCwOLJ90KDki3Ov8UkU0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/gold-rush-575966845f9b5892e8fb2be8.jpg
Summer Breeze Cocktail,"1 orange slice, 1 splash orange liqueur, 2 ounces bourbon whiskey, 2 ounces ginger ale",https://www.thespruceeats.com/summer-breeze-cocktail-recipe-759380,https://www.thespruceeats.com/thmb/EAJiEd8IwtCyeNXLxaMwzGo6_NI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/summer-breeze-cocktail-recipe-759380-hero-01-5bdc9f4646e0fb00269b6c82.jpg
Derby Cocktail,"2 ounces bourbon whiskey, 1/4 ounce bénédictine liqueur, 1 dash bitters, lemon twist",https://www.thespruceeats.com/derby-cocktail-recipes-761346,https://www.thespruceeats.com/thmb/ZOALJgEL4fM-xtMoilDbc07R2GU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Derby-Cocktail-58a475903df78c475866094a.jpg
Ginger Julep '68 Fastback Cocktail,"1/2 cup fresh ginger, 1 (750-milliliter) bottle bourbon whiskey, 1/4 tablespoon ginger, 1 1/2 ounces soda water, 1 tablespoon organic brown sugar, 1 1/2 ounces ginger-infused bourbon, lemon twist",https://www.thespruceeats.com/ginger-julep-68-fastback-recipe-759024,https://www.thespruceeats.com/thmb/iKOQ_-qdQUk52ZyhxO23fhVnieQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GingerJulep68Fastback-98065422-56a173f63df78cf7726ac547.jpg
Red Stag Lemonade Cocktail,"1 1/2 ounce cherry bourbon whiskey, 1/2 ounce strawberry liqueur, 4 ounces lemonade, 2 ounces lemon-lime soda, lemon slice",https://www.thespruceeats.com/red-stag-lemonade-761488,https://www.thespruceeats.com/thmb/sMnD6xJ0ikrKJOAuED_fUoP2a0Y=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RedStagLemonade-Cocktail-5c46489c46e0fb0001f9345e.jpg
Pumpkin Old-Fashioned,"1 1/2 ounces bourbon whiskey, 1/2 ounce orange liqueur, 1 ounce maple syrup, 2 tablespoons pumpkin purée, 1 dash bitters, orange peel",https://www.thespruceeats.com/pumpkin-old-fashioned-recipe-761379,https://www.thespruceeats.com/thmb/tbWhNwnYvJ2P9fyy0NpgcX2Ejxs=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/artisan-cocktails-602218971-5a85bf0cba61770036d6c5d8.jpg
Homemade Masala Chai (Chai Tea),"2 cups milk, 2 cups water, 4 whole cloves, 2 pods green cardamom, 2 peppercorns, 1 cinnamon  stick, 1 1/2-inch piece ginger, 2 tablespoons sugar, 2 tablespoons black tea leaves",https://www.thespruceeats.com/how-to-make-masala-chai-tea-4134710,https://www.thespruceeats.com/thmb/8-KJE7OmhXPb5ltctZlymMWvShM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/how-to-make-masala-chai-tea-4134710-step-05-1-d3f31d2f583743459275556b2c33b806.jpg
Real Thai Iced Tea,"2 tablespoons black tea, 1 pod star anise, 2 pods cardamom, 1/2 cinnamon stick, 1/8 vanilla bean, tamarind to taste, optional, 1/4 teaspoon almond extract, 1 cup water, 1 tablespoon sugar, 1 tablespoon sweetened condensed milk, 2 teaspoons evaporated milk, ",https://www.thespruceeats.com/real-thai-iced-tea-recipe-765458,https://www.thespruceeats.com/thmb/004QcF6Kd95Q9qLHHUJ5h31OQ-o=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/real-thai-iced-tea-recipe-765458-hero-01-31f363ed2a9443fb8337657f52f704ba.jpg
The Perfect Traditional Cornish Pasty,"1 cup all-purpose flour, 1 pinch salt, 2 ounces butter, 2 to 3 tablespoons water, 1/2 cup rump steak, 1/2 cup potato, 1/2 cup swede, 1/4 cup onion, salt, ground black pepper, 1 large egg",https://www.thespruceeats.com/traditional-cornish-pasty-recipe-435042,https://www.thespruceeats.com/thmb/WHK-MlYas-2ok0vNVqIfPPNmW3Y=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/traditional-cornish-pasty-recipe-435042-Hero-5b6997cbc9e77c0050b1b6e1.jpg
Traditional Yorkshire Pudding,"4 large eggs, 1 cup milk, 1 pinch kosher salt, 1 cup all-purpose flour, 2 tablespoons lard, 2 tablespoons water",https://www.thespruceeats.com/foolproof-yorkshire-pudding-recipe-435801,https://www.thespruceeats.com/thmb/3fUihDWnV8a5B6t6tvGnuvd8BBQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/foolproof-yorkshire-pudding-recipe-435801-hero-01-18b90e50dbf74e3c99cacff595f0024f.jpg
Yorkshire Pudding Recipe in Cups,"1 cup eggs, 1 cup whole milk, pinch salt, 1 cup all-purpose flour , 2 tablespoons lard, ",https://www.thespruceeats.com/yorkshire-pudding-recipe-in-cups-435965,https://www.thespruceeats.com/thmb/Mbz8pLk7g9ZRiHU5e9O0RoU7hIY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/yorkshire-pudding-recipe-in-cups-435965-hero-01-5c117cb7c9e77c0001c28240.jpg
British Jaffa Cakes,"1 tablespoon butter (for greasing pan), 1 orange jellytablet, 1/2 cup water, 3 tablespoons seville orange marmalade, 1 large egg, 1 ounce fine or  caster  sugar, 1 ounce self-risingflour, 7 ounces semisweet chocolate",https://www.thespruceeats.com/british-jaffa-cakes-recipe-4143259,https://www.thespruceeats.com/thmb/OnxBps-LPI4RLi2yqBvVkE5QgTU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/jaffa-cake-1-4-1-594d9ad45f9b58f0fc7bc7da.jpg
Sautéed Stinging Nettles,"1 pound stinging nettles, 2 tablespoons olive oil, salt",https://www.thespruceeats.com/sauteed-stinging-nettles-2217561,https://www.thespruceeats.com/thmb/fYsANPymjVJrFDGzqURe9DHU388=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/sauteed-nettles-56a5b3043df78cf7728974f1.jpg
Sweet Adeline Pomegranate and Black Tea Drink,"1/4 cup pomegranate juice, 1 tablespoon cinnamon syrup, 1 teabag black tea, 1/2 to 3/4 cup water, cinnamon stick",https://www.thespruceeats.com/sweet-adeline-drink-recipe-pomegranate-and-black-tea-760352,https://www.thespruceeats.com/thmb/zThFL3tvRHL1fmwkwozZ0XZouAg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/SweetAdeline-184832349-56a173485f9b58b7d0bf638a.jpg
Easy Fruit Salad,"3 cups strawberries, 2 cups blueberries, 2 cups seedless grapes, 2 medium oranges, 2 cups pineapple, 4 kiwi fruits, 3 tablespoons honey, 2 tablespoons orange juice, 2 tablespoons lime juice, 2 teaspoons lime zest",https://www.thespruceeats.com/fresh-fruit-salad-3056969,https://www.thespruceeats.com/thmb/3WvIDOBZE2b_Ly_DgJFpMOAROg8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/fresh-fruit-salad-3056969-hero1-43f9da5fec944be888e9ff84b7d10051.jpg
Lemongrass Ginger Iced Tea,"1/2 cup sugar, 1/2 cup, plus 4 cups, plus 3 cups water, 1 large stalk lemongrass (dry tops and tough outer leaves removed, stalk cut into small rounds, about 1/4 cup), 1-inch x 2-inch knob of ginger (peeled and chopped, about 2 tablespoons), 4 mild black tea bags, such as darjeeling or assam, garnish: serve over ice",https://www.thespruceeats.com/lemongrass-ginger-iced-tea-1762963,https://www.thespruceeats.com/thmb/JmmsmvcVXEv6T_khaOle2-rLj3A=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/dv2093026-56a47dfc5f9b58b7d0d745a4.jpg
